26630,60257,20160102,5189,20160102,5201,102989439,29998494,0,1207959552,0,0,0,510001,0,0,0
26630,60257,20160102,5489,20160102,5500,102989439,29998494,0,1207959552,0,0,0,510001,0,0,0
26630,60257,20160102,5789,20160102,5801,102989439,29998494,0,1207959552,0,0,0,510001,0,0,0
26630,60257,20160102,6089,20160102,6099,102989439,29998494,0,1207959552,0,0,0,510001,0,0,0
26630,60257,20160102,6389,20160102,6402,102989439,29998494,0,1207959552,0,0,0,510001,0,0,0
26630,60257,20160102,6689,20160102,6700,102989439,29998494,0,1207959552,0,0,0,510001,0,0,0
26630,60257,20160102,6989,20160102,7002,102989439,29998494,0,1207959552,0,0,0,510001,0,0,0
26630,60257,20160102,7289,20160102,7300,102989439,29998494,0,1207959552,0,0,0,510001,0,0,0
26630,60257,20160102,7589,20160102,7602,102989439,29998494,0,1207959552,0,0,0,510001,0,0,0
26630,60257,20160102,7889,20160102,7899,102989439,29998494,0,1207959552,0,0,0,510001,0,0,0
26630,60257,20160102,8189,20160102,8201,102989444,29998551,0,1207959552,38,0,0,510001,0,0,0
26630,60257,20160102,8489,20160102,8499,102989444,29998551,0,1207959552,38,0,0,510001,0,0,0
26630,60257,20160102,8789,20160102,8801,102989444,29998551,0,1207959552,38,0,0,510001,0,0,0
26630,60257,20160102,9089,20160102,9100,102989444,29998551,0,1207959552,38,0,0,510001,0,0,0
26630,60257,20160102,9389,20160102,9401,102989444,29998551,0,1207959552,38,0,0,510001,0,0,0
26630,60257,20160102,9689,20160102,9700,102989444,29998551,0,1207959552,38,0,0,510001,0,0,0
26630,60257,20160102,9989,20160102,10001,102989444,29998551,0,1207959552,38,0,0,510001,0,0,0
26630,60257,20160102,10289,20160102,10299,102989444,29998551,0,1207959552,38,0,0,510001,0,0,0
26630,60257,20160102,10589,20160102,10602,102989444,29998551,0,1207959552,38,0,0,510001,0,0,0
26630,60257,20160102,10889,20160102,10899,102989444,29998551,0,1207959552,38,0,0,510001,0,0,0
26630,60257,20160102,11189,20160102,11202,102989444,29998551,0,1207959552,38,0,0,510001,0,0,0
26630,60257,20160102,11489,20160102,11500,102989444,29998551,0,1207959552,38,0,0,510001,0,0,0
26630,60257,20160102,11789,20160102,11802,102989444,29998551,0,1207959552,38,0,0,510001,0,0,0
26630,60257,20160102,12089,20160102,12099,102989444,29998551,0,1207959552,38,0,0,510001,0,0,0
26630,60257,20160102,12389,20160102,12401,102989444,29998551,0,1207959552,38,0,0,510001,0,0,0
26630,60257,20160102,12689,20160102,12699,102989444,29998551,0,1207959552,38,0,0,510001,0,0,0
26630,60257,20160102,12989,20160102,13001,102989444,29998551,0,1207959552,38,0,0,510001,0,0,0
26630,60257,20160102,13289,20160102,13299,102989444,29998551,0,1207959552,38,0,0,510001,0,0,0
26630,60257,20160102,13589,20160102,13601,102989444,29998551,0,1207959552,38,0,0,510001,0,0,0
26630,60257,20160102,13889,20160102,13900,102989444,29998551,0,1207959552,38,0,0,510001,0,0,0
26630,60257,20160102,14189,20160102,14202,102989444,29998551,0,1207959552,38,0,0,510001,0,0,0
26630,60257,20160102,14489,20160102,14499,102989444,29998551,0,1207959552,38,0,0,510001,0,0,0
26630,60257,20160102,14789,20160102,14803,102989444,29998551,0,1207959552,38,0,0,510001,0,0,0
26630,60257,20160102,15089,20160102,15099,102989444,29998551,0,1207959552,38,0,0,510001,0,0,0
26630,60257,20160102,15389,20160102,15402,102989444,29998551,0,1207959552,38,0,0,510001,0,0,0
26630,60257,20160102,15689,20160102,15700,102989444,29998551,0,1207959552,38,0,0,510001,0,0,0
26630,60257,20160102,26789,20160102,26802,102989464,29998506,0,1509949440,38,0,0,510001,0,0,0
26630,60257,20160102,27089,20160102,27099,102989464,29998506,0,1509949440,38,0,0,510001,0,0,0
26630,60257,20160102,27389,20160102,27401,102989464,29998506,0,1509949440,38,0,0,510001,0,0,0
26630,60257,20160102,27689,20160102,27700,102989464,29998506,0,1509949440,38,0,0,510001,0,0,0
26630,60257,20160102,27989,20160102,28001,102989464,29998506,0,1509949440,38,0,0,510001,0,0,0
26630,60257,20160102,28289,20160102,28299,102989464,29998506,0,1509949440,38,0,0,510001,0,0,0
26630,60257,20160102,28589,20160102,28602,102989464,29998506,0,1509949440,38,0,0,510001,0,0,0
26630,60257,20160102,28889,20160102,28899,102989464,29998506,0,1509949440,38,0,0,510001,0,0,0
26630,60257,20160102,29189,20160102,29202,102989464,29998506,0,1509949440,38,0,0,510001,0,0,0
26630,60257,20160102,29489,20160102,29500,102989464,29998506,0,1509949440,38,0,0,510001,0,0,0
26630,60257,20160102,29789,20160102,29802,102989464,29998506,0,1509949440,38,0,0,510001,0,0,0
26630,60257,20160102,30089,20160102,30099,102989464,29998506,0,1509949440,38,0,0,510001,0,0,0
26630,60257,20160102,30389,20160102,30402,102989513,29998504,0,1509949440,38,0,0,510001,0,0,0
26630,60257,20160102,30689,20160102,30699,102989513,29998504,0,1509949440,38,0,0,510001,0,0,0
26630,60257,20160102,30989,20160102,31002,102989513,29998504,0,1509949440,38,0,0,510001,0,0,0
26630,60257,20160102,31289,20160102,31299,102989513,29998504,0,1509949440,38,0,0,510001,0,0,0
26630,60257,20160102,31589,20160102,31601,102989513,29998504,0,1509949440,38,0,0,510001,0,0,0
